"","MES","CONGLOME","VIVIENDA","HOGAR","CODPERSO","UBIGEO","DOMINIO","ESTRATO","CODINFOR","P300A","P301A","P207","P507","P513T","P524A1","P401H1","P401H2","P401H3","P401H4","P401H5","P401H6"
"3537","917372111220501751",9173,72,11,1,220501,7,5,1,4,3,1,4,48,240,2,2,2,2,2,2
"3538","917393121220501751",9173,93,12,1,220501,7,5,1,1,5,2,4,36,60,2,2,2,2,2,2
"3539","917393221220501751",9173,93,22,1,220501,7,5,1,1,4,1,4,44,240,2,2,2,2,2,2
"3540","9180119112220807772",9180,119,11,2,220807,7,7,2,4,5,1,4,15,150,2,2,2,2,2,2
"3541","9180121111220807771",9180,121,11,1,220807,7,7,1,4,5,1,4,56,300,2,2,2,2,2,2
"3542","9180123113220807773",9180,123,11,3,220807,7,7,3,4,3,1,4,48,300,2,2,2,2,2,2
"3543","9180123114220807774",9180,123,11,4,220807,7,7,4,4,5,2,4,48,220,2,2,2,2,2,2
"3544","938419111230110321",9384,19,11,1,230110,3,2,1,4,10,2,3,46,2000,2,2,2,2,2,2
"3545","938445113230110323",9384,45,11,3,230110,3,2,3,4,9,1,3,66,500,2,2,2,2,2,2
"3546","938459111230110321",9384,59,11,1,230110,3,2,1,4,10,2,3,0,2600,2,2,2,2,2,2
"3547","938487111230110321",9384,87,11,1,230110,3,2,1,4,6,2,4,16,930,2,2,2,2,2,2
"3548","9384126111230110321",9384,126,11,1,230110,3,2,1,4,10,2,3,30,2500,2,2,2,2,2,2
"3549","946038111230108381",9460,38,11,1,230108,3,8,1,4,6,1,3,27,800,2,2,2,2,2,2
"3550","946099111230108381",9460,99,11,1,230108,3,8,1,4,6,1,4,45,1500,2,2,2,2,2,2
"3551","946099112230108381",9460,99,11,2,230108,3,8,1,4,9,2,3,48,1500,2,2,2,2,2,2
"3552","9460102111230108382",9460,102,11,1,230108,3,8,2,4,6,1,4,45,720,2,2,2,2,2,2
"3553","9460102113230108383",9460,102,11,3,230108,3,8,3,4,6,1,4,45,840,2,2,2,2,2,2
"3554","948753111240101131",9487,53,11,1,240101,1,3,1,4,8,1,3,48,3800,2,2,2,2,2,2
"3555","948753112240101132",9487,53,11,2,240101,1,3,2,4,10,2,3,46,2500,2,2,2,2,2,2
"3556","9487101111240101131",9487,101,11,1,240101,1,3,1,4,6,1,4,54,480,2,2,2,2,2,2
"3557","962142111250105721",9621,42,11,1,250105,7,2,1,4,6,1,4,48,600,2,2,2,2,2,2
"3558","962159113250105723",9621,59,11,3,250105,7,2,3,4,6,1,4,48,240,2,2,2,2,2,2
"3559","962191111250105721",9621,91,11,1,250105,7,2,1,4,6,2,3,56,350,2,2,2,2,2,2
"3560","9621107112250105722",9621,107,11,2,250105,7,2,2,4,6,1,4,48,300,2,2,2,2,2,2
"3561","9621137111250105721",9621,137,11,1,250105,7,2,1,4,3,2,4,25,90,2,2,2,2,2,2
"3562","966313113250101723",9663,13,11,3,250101,7,2,3,4,9,2,3,48,300,2,2,2,2,2,2
"3563","966313114250101724",9663,13,11,4,250101,7,2,4,4,5,1,4,24,180,2,2,2,2,2,2
"3564","968219115250107725",9682,19,11,5,250107,7,2,5,4,6,1,3,42,100,2,2,2,2,2,2
"3565","968234111250107721",9682,34,11,1,250107,7,2,1,4,5,1,4,48,300,2,2,2,2,2,2
"3566","968250111250107721",9682,50,11,1,250107,7,2,1,4,8,1,3,70,2500,2,2,2,2,2,2
"3567","968250115250107725",9682,50,11,5,250107,7,2,5,4,6,2,3,56,175,2,2,2,2,2,2
"3568","968279112250107722",9682,79,11,2,250107,7,2,2,4,5,1,4,48,350,2,2,2,2,2,2
"3569","968279113250107723",9682,79,11,3,250107,7,2,3,4,6,1,4,51,600,2,2,2,2,2,2
"3570","968279116250107726",9682,79,11,6,250107,7,2,6,4,6,1,4,32,200,2,2,2,2,2,2
"3571","968295112250107722",9682,95,11,2,250107,7,2,2,4,5,1,4,48,1000,2,2,2,2,2,2
"3572","9682124111250107721",9682,124,11,1,250107,7,2,1,4,6,1,3,48,1200,2,2,2,2,2,2
"3573","989517113230102323",9895,17,11,3,230102,3,2,3,4,6,1,4,48,600,2,2,2,2,2,2
"3574","989517114230102324",9895,17,11,4,230102,3,2,4,4,10,2,3,16,50,2,2,2,2,2,2
"3575","989545111230102321",9895,45,11,1,230102,3,2,1,2,4,1,4,45,800,2,2,2,2,2,2
"3576","989560112230102322",9895,60,11,2,230102,3,2,2,4,6,2,4,8,20,2,2,2,2,2,2
"3577","989572111230102321",9895,72,11,1,230102,3,2,1,4,5,2,4,36,150,2,2,2,2,2,2
"3578","990211111200115122",9902,11,11,1,200115,1,2,2,4,11,2,3,35,2528,2,2,2,2,2,2
"3579","990211112200115122",9902,11,11,2,200115,1,2,2,4,10,1,3,60,2988,2,2,2,2,2,2
"3580","990260111200115121",9902,60,11,1,200115,1,2,1,4,10,2,3,0,2643,2,2,2,2,2,2
"3581","990260112200115122",9902,60,11,2,200115,1,2,2,4,6,1,4,72,1200,2,2,2,2,2,2
"3582","990260113200115123",9902,60,11,3,200115,1,2,3,4,9,2,3,36,600,2,2,2,2,2,2
"3583","990291111200115121",9902,91,11,1,200115,1,2,1,4,10,1,3,0,2103,2,2,2,2,2,2
"3584","990291113200115123",9902,91,11,3,200115,1,2,3,4,10,2,3,30,300,2,2,2,2,2,2
"3585","9902108153200115123",9902,108,15,3,200115,1,2,3,4,9,1,4,56,300,1,2,2,2,2,2
"3586","9902108154200115124",9902,108,15,4,200115,1,2,4,4,8,2,3,54,1200,2,2,2,2,2,2
"3587","9902108251200115121",9902,108,25,1,200115,1,2,1,4,10,1,4,2,20,2,2,2,2,2,2
"3588","9902108252200115122",9902,108,25,2,200115,1,2,2,4,6,2,6,10,400,2,2,2,2,2,2
"3589","9902108351200115121",9902,108,35,1,200115,1,2,1,4,6,1,4,70,120,1,2,2,2,2,2
"3590","9902108452200115122",9902,108,45,2,200115,1,2,2,4,6,1,4,45,930,2,2,2,2,2,2
"3591","994533111180208681",9945,33,11,1,180208,6,8,1,1,6,1,4,39,520,2,2,2,2,2,2
"3592","994587111180208681",9945,87,11,1,180208,6,8,1,4,6,1,3,46,1050,2,2,2,2,2,2
"3593","99588111240101131",9958,8,11,1,240101,1,3,1,4,5,2,4,56,750,2,2,2,2,2,2
"3594","995827112240101132",9958,27,11,2,240101,1,3,2,4,9,2,3,45,300,2,2,2,2,2,2
"3595","995832111240101131",9958,32,11,1,240101,1,3,1,4,6,2,3,63,210,2,2,2,2,2,2
"3596","995838113240101131",9958,38,11,3,240101,1,3,1,4,6,1,4,48,380,2,2,2,2,2,2
"3597","995842111240101131",9958,42,11,1,240101,1,3,1,4,4,1,4,53,200,2,2,2,2,2,2
"3598","99802011120201561",9980,20,11,1,20201,5,6,1,4,8,2,3,40,1200,2,2,2,2,2,2
"3599","99803711120201561",9980,37,11,1,20201,5,6,1,1,6,1,4,0,1550,2,2,2,2,2,2
"3600","99808111120201561",9980,81,11,1,20201,5,6,1,1,8,1,4,70,1460,2,2,2,2,2,2
"3601","99808111220201562",9980,81,11,2,20201,5,6,2,4,8,2,3,10,700,2,2,2,2,2,2
"3602","99809011120201561",9980,90,11,1,20201,5,6,1,4,7,2,3,84,1250,2,2,2,2,2,2
"3603","99809011420201564",9980,90,11,4,20201,5,6,4,4,5,1,4,8,180,2,2,2,2,2,2
"3604","99809811120201561",9980,98,11,1,20201,5,6,1,4,8,2,3,40,930,2,2,2,2,2,2
"3605","99809811220201562",9980,98,11,2,20201,5,6,2,4,6,1,4,45,180,2,2,2,2,2,2
"3606","100183311121205572",10018,33,11,1,21205,5,7,2,4,3,1,4,56,280,2,2,2,2,2,2
"3607","100183311321205573",10018,33,11,3,21205,5,7,3,4,4,1,4,56,140,2,2,2,2,1,2
"3608","1001811711421205574",10018,117,11,4,21205,5,7,4,4,5,1,4,8,50,2,2,2,2,2,2
"3609","1001812211221205572",10018,122,11,2,21205,5,7,2,1,4,2,4,50,280,2,2,2,2,2,2
"3610","1001812211321205573",10018,122,11,3,21205,5,7,3,4,10,1,3,40,1100,2,2,2,2,2,2
"3611","1013958111120601741",10139,58,11,1,120601,7,4,1,4,11,1,3,25,3400,2,2,2,2,2,2
"3612","10139140111120601741",10139,140,11,1,120601,7,4,1,1,8,2,3,30,2400,2,2,2,2,2,2
"3613","10139140114120601744",10139,140,11,4,120601,7,4,4,4,10,1,3,10,2000,2,2,2,2,2,2
"3614","1022475111150118811",10224,75,11,1,150118,8,1,1,4,6,1,3,45,1400,2,2,2,2,2,2
"3615","1025416111150806221",10254,16,11,1,150806,2,2,1,1,3,1,4,48,1200,2,2,2,2,2,2
"3616","1025470111150806221",10254,70,11,1,150806,2,2,1,4,3,2,4,48,750,2,2,2,2,2,2
"3617","10254122221150806224",10254,122,22,1,150806,2,2,4,4,4,2,4,36,150,2,2,2,2,2,2
"3618","10257109114150601232",10257,109,11,4,150601,2,3,2,4,5,2,3,42,138,2,2,2,2,2,2
"3619","10257124111150601231",10257,124,11,1,150601,2,3,1,4,4,1,4,36,250,2,2,2,2,2,2
"3620","1026812112150511261",10268,12,11,2,150511,2,6,1,4,6,1,4,48,210,2,2,2,2,2,2
"3621","1026820111150511262",10268,20,11,1,150511,2,6,2,4,8,1,4,48,240,2,2,2,2,2,2
"3622","1026820113150511262",10268,20,11,3,150511,2,6,2,4,6,1,3,18,60,2,2,2,2,2,2
"3623","1026852111150511262",10268,52,11,1,150511,2,6,2,4,3,1,4,42,210,2,2,2,2,2,2
"3624","1026875111150511261",10268,75,11,1,150511,2,6,1,4,8,1,4,15,80,2,2,2,2,2,2
"3625","1026875112150511261",10268,75,11,2,150511,2,6,1,4,8,2,6,48,1000,2,2,2,2,2,2
"3626","103176115200105135",10317,6,11,5,200105,1,3,5,4,10,1,3,8,80,2,2,2,2,2,2
"3627","1031772111200105131",10317,72,11,1,200105,1,3,1,4,8,2,3,31,2800,2,2,2,2,2,2
"3628","1031799111200105131",10317,99,11,1,200105,1,3,1,4,3,2,6,42,600,2,2,2,2,2,2
"3629","10345120111210802671",10345,120,11,1,210802,6,7,1,1,6,1,4,0,1500,2,2,2,2,2,1
"3630","10345124112210802671",10345,124,11,2,210802,6,7,1,1,6,2,4,48,400,2,2,2,2,2,2
"3631","1036394112221005752",10363,94,11,2,221005,7,5,2,1,6,2,3,70,900,2,2,2,2,2,2
"3632","1036394113221005753",10363,94,11,3,221005,7,5,3,1,5,2,6,73,500,2,2,2,2,2,2
"3633","1037131112230101322",10371,31,11,2,230101,3,2,2,2,5,1,4,10,200,2,2,2,2,2,2
"3634","1037166111230101321",10371,66,11,1,230101,3,2,1,4,10,1,3,40,5500,2,2,2,2,2,2
"3635","1037166112230101322",10371,66,11,2,230101,3,2,2,4,10,2,3,40,4700,2,2,2,2,2,2
"3636","1037190112230101322",10371,90,11,2,230101,3,2,2,4,6,1,3,42,665,2,2,2,2,2,2
"3637","104639011240206352",10463,90,11,2,40206,3,5,2,4,8,1,4,32,280,2,2,2,2,2,2
"3638","105682111110101221",10568,2,11,1,110101,2,2,1,4,9,2,3,66,1200,2,2,2,2,2,2
"3639","105682112110101222",10568,2,11,2,110101,2,2,2,4,7,1,4,48,320,2,2,2,2,2,2
"3640","1056872111110101221",10568,72,11,1,110101,2,2,1,4,6,1,3,50,600,2,2,2,2,2,2
"3641","1056886111110101221",10568,86,11,1,110101,2,2,1,4,11,1,3,0,2700,2,2,2,2,2,2
"3642","10568104111110101221",10568,104,11,1,110101,2,2,1,4,6,1,3,8,1000,2,2,2,2,2,2
"3643","10568104117110101227",10568,104,11,7,110101,2,2,7,4,6,2,3,60,360,2,2,2,2,2,2
"3644","1068324111180101331",10683,24,11,1,180101,3,3,1,4,8,1,4,70,200,2,2,2,2,2,2
"3645","1068340111180101331",10683,40,11,1,180101,3,3,1,4,6,2,4,48,1100,2,2,2,2,2,2
"3646","1068370111180101331",10683,70,11,1,180101,3,3,1,4,10,1,3,48,1800,2,2,2,2,2,2
"3647","1068383112180101332",10683,83,11,2,180101,3,3,2,4,8,1,4,55,650,2,2,2,2,2,2
"3648","10683129111180101331",10683,129,11,1,180101,3,3,1,4,8,1,3,0,1800,2,2,2,2,2,2
"3649","10683129112180101332",10683,129,11,2,180101,3,3,2,2,8,2,3,0,2100,2,2,2,2,2,2
"3650","10683129113180101333",10683,129,11,3,180101,3,3,3,4,6,1,3,48,960,2,2,2,2,2,2
"3651","10683129115180101332",10683,129,11,5,180101,3,3,2,4,7,1,3,60,1500,2,2,2,2,2,2
"3652","114157111230101321",11415,7,11,1,230101,3,2,1,4,10,1,3,66,2200,2,2,2,2,2,2
"3653","1141520113230101323",11415,20,11,3,230101,3,2,3,4,10,1,3,48,2000,2,2,2,2,2,2
"3654","1141520114230101324",11415,20,11,4,230101,3,2,4,4,10,1,3,40,1700,2,2,2,2,2,2
"3655","1141568111230101322",11415,68,11,1,230101,3,2,2,4,10,1,3,44,3500,2,2,2,2,2,2
"3656","1141568112230101322",11415,68,11,2,230101,3,2,2,4,10,2,3,45,3500,2,2,2,2,2,2
"3657","11415116113230101323",11415,116,11,3,230101,3,2,3,4,11,2,3,37,3000,2,1,2,2,2,2
"3658","11415116114230101324",11415,116,11,4,230101,3,2,4,4,10,2,3,50,1700,2,2,2,2,2,2
"3659","15008811110101441",15008,8,11,1,10101,4,4,1,4,10,2,3,48,4850,2,2,2,2,2,2
"3660","15008811210101442",15008,8,11,2,10101,4,4,2,4,10,2,3,36,4000,2,2,2,2,2,2
"3661","150084211110101441",15008,42,11,1,10101,4,4,1,4,10,1,3,0,2900,2,2,2,2,2,2
"3662","150086011110101441",15008,60,11,1,10101,4,4,1,4,8,1,3,25,2800,2,2,2,2,2,2
"3663","15028311310306453",15028,3,11,3,10306,4,5,3,4,10,2,3,40,900,2,2,2,2,2,2
"3664","150282711210306452",15028,27,11,2,10306,4,5,2,4,5,2,4,46,930,2,2,2,2,2,2
"3665","150283811110306451",15028,38,11,1,10306,4,5,1,4,10,2,3,40,3300,2,2,2,2,2,2
"3666","150283811310306453",15028,38,11,3,10306,4,5,3,4,10,1,3,40,1500,2,2,2,2,2,2
"3667","150283811410306454",15028,38,11,4,10306,4,5,4,4,9,1,4,25,125,2,2,2,2,2,2
"3668","150296311110110451",15029,63,11,1,10110,4,5,1,4,10,2,3,40,2667,2,2,2,2,2,2
"3669","150297311110110451",15029,73,11,1,10110,4,5,1,4,4,1,4,51,1120,2,2,2,2,2,2
"3670","150297311310110453",15029,73,11,3,10110,4,5,3,4,7,1,4,48,35,2,2,2,2,2,2
"3671","150297311410110454",15029,73,11,4,10110,4,5,4,4,6,2,3,11,40,2,2,2,2,2,2
"3672","150331411110701741",15033,14,11,1,10701,7,4,1,4,6,2,4,32,250,2,2,2,2,2,2
"3673","150332611110701741",15033,26,11,1,10701,7,4,1,4,6,1,4,48,450,2,2,2,2,2,2
"3674","150335011110701741",15033,50,11,1,10701,7,4,1,4,10,1,3,40,3100,2,2,2,2,2,2
"3675","150335011210701742",15033,50,11,2,10701,7,4,2,4,8,2,3,40,2850,2,2,2,2,2,2
"3676","1507710011110520471",15077,100,11,1,10520,4,7,1,4,4,1,4,32,80,2,2,2,2,2,2
"3677","15078311310523463",15078,3,11,3,10523,4,6,3,4,4,2,4,35,100,2,2,2,2,2,2
"3678","150785011110523461",15078,50,11,1,10523,4,6,1,4,6,1,4,28,140,2,2,2,2,2,2
"3679","150788311210523462",15078,83,11,2,10523,4,6,2,4,3,2,4,16,50,2,2,2,2,2,2
"3680","151141111310701773",15114,11,11,3,10701,7,7,3,4,6,1,4,16,40,2,2,2,2,2,2
"3681","1511420111210701772",15114,201,11,2,10701,7,7,2,4,5,2,3,21,150,2,2,2,2,2,2
"3682","1511420411210701772",15114,204,11,2,10701,7,7,2,4,4,2,4,8,25,2,2,2,2,2,2
"3683","1511420411310701773",15114,204,11,3,10701,7,7,3,4,6,2,4,24,75,2,2,2,2,2,2
"3684","151312711310701782",15131,27,11,3,10701,7,8,2,4,4,1,4,48,120,2,2,2,2,2,2
"3685","151318311210701782",15131,83,11,2,10701,7,8,2,4,6,2,4,24,60,2,2,2,2,2,2
"3686","151318411210701781",15131,84,11,2,10701,7,8,1,4,6,1,4,48,240,2,2,2,2,2,2
"3687","151318411310701783",15131,84,11,3,10701,7,8,3,4,5,1,4,4,20,2,2,2,2,2,2
"3688","1515511811310707773",15155,118,11,3,10707,7,7,3,4,6,1,3,48,550,2,2,2,2,2,2
"3689","1515526711110707771",15155,267,11,1,10707,7,7,1,4,6,1,4,28,210,2,2,2,2,2,2
"3690","1515526811310707773",15155,268,11,3,10707,7,7,3,4,6,1,4,24,150,2,2,2,2,2,2
"3691","1515526911210707772",15155,269,11,2,10707,7,7,2,4,6,2,4,36,150,2,2,2,2,2,2
"3692","1516132111310702773",15161,321,11,3,10702,7,7,3,4,6,1,4,48,420,2,2,2,2,2,2
"3693","1516132211210702772",15161,322,11,2,10702,7,7,2,4,6,1,4,42,250,2,2,2,2,2,2
"3694","1516132411110702771",15161,324,11,1,10702,7,7,1,4,3,1,4,32,140,2,2,2,2,2,2
"3695","1516132711310702773",15161,327,11,3,10702,7,7,3,4,5,1,4,12,80,2,2,2,2,2,2
"3696","151634011310402783",15163,40,11,3,10402,7,8,3,11,4,1,4,16,240,2,2,2,2,2,2
"3697","151634011410402782",15163,40,11,4,10402,7,8,2,11,4,1,6,42,150,2,2,2,2,2,2
"3698","151634211110402781",15163,42,11,1,10402,7,8,1,11,8,1,3,0,3000,2,2,2,2,2,2
"3699","1517013511210403781",15170,135,11,2,10403,7,8,1,11,6,2,3,20,700,2,2,2,2,2,2
"3700","151733611510205775",15173,36,11,5,10205,7,7,5,4,6,1,4,24,90,2,2,2,2,2,2
"3701","1517320811410205774",15173,208,11,4,10205,7,7,4,11,6,1,4,56,930,2,2,2,2,2,2
"3702","1517320811510205775",15173,208,11,5,10205,7,7,5,11,5,1,4,24,90,2,2,2,2,2,2
"3703","151861611321801223",15186,16,11,3,21801,2,2,3,4,6,1,4,48,300,2,2,2,2,2,2
"3704","151861611421801224",15186,16,11,4,21801,2,2,4,4,9,2,6,30,180,2,2,2,2,2,2
"3705","151861611521801225",15186,16,11,5,21801,2,2,5,4,9,2,3,48,465,2,2,2,2,2,2
"3706","151863211121801221",15186,32,11,1,21801,2,2,1,4,10,1,3,72,3500,2,2,2,2,2,2
"3707","151863211221801222",15186,32,11,2,21801,2,2,2,4,10,2,3,36,2400,2,2,2,2,2,2
"3708","15202611221801222",15202,6,11,2,21801,2,2,2,4,6,2,3,20,57,2,2,2,2,2,2
"3709","152025311221801222",15202,53,11,2,21801,2,2,2,4,9,2,3,0,950,2,2,2,2,2,2
"3710","152028611221801222",15202,86,11,2,21801,2,2,2,4,6,1,4,48,1250,2,2,2,2,2,2
"3711","1520213311321801225",15202,133,11,3,21801,2,2,5,4,10,2,3,30,2000,2,2,2,2,2,2
"3712","152031111221803221",15203,11,11,2,21803,2,2,1,4,8,2,3,45,1400,2,2,2,2,2,2
"3713","152034911121803221",15203,49,11,1,21803,2,2,1,4,4,1,4,42,810,2,2,2,1,2,2
"3714","152034911221803222",15203,49,11,2,21803,2,2,2,4,1,2,4,10,40,2,2,2,2,2,2
"3715","152034911321803223",15203,49,11,3,21803,2,2,3,4,9,2,3,60,465,2,2,2,2,2,2
"3716","1520314611121803221",15203,146,11,1,21803,2,2,1,4,10,2,3,36,2000,2,2,2,2,2,2
"3717","15204511121809221",15204,5,11,1,21809,2,2,1,4,6,1,4,48,300,2,2,2,2,2,2
"3718","152048411221809222",15204,84,11,2,21809,2,2,2,4,6,1,4,36,800,2,2,2,2,2,2
"3719","152048411321809223",15204,84,11,3,21809,2,2,3,4,9,1,3,30,950,2,2,2,2,2,2
"3720","1520411611121809221",15204,116,11,1,21809,2,2,1,4,3,2,4,48,360,2,2,2,2,2,2
"3721","152474911121807251",15247,49,11,1,21807,2,5,1,4,5,1,4,54,620,2,2,2,2,2,2
"3722","152646011120801241",15264,60,11,1,20801,2,4,1,4,10,2,3,30,2300,2,2,2,2,2,2
"3723","152646011220801242",15264,60,11,2,20801,2,4,2,4,6,1,3,89,3200,2,2,2,2,2,2
"3724","152647511320801243",15264,75,11,3,20801,2,4,3,4,9,2,3,30,50,2,2,2,2,2,2
"3725","152702911421805274",15270,29,11,4,21805,2,7,4,1,5,1,4,42,1050,2,2,2,2,2,2
"3726","152703011121805271",15270,30,11,1,21805,2,7,1,1,5,1,4,56,1300,2,2,2,2,2,2
"3727","152961611320101523",15296,16,11,3,20101,5,2,3,4,5,2,4,16,50,2,2,2,2,2,2
"3728","152963211120101521",15296,32,11,1,20101,5,2,1,1,10,2,3,2,10,2,2,2,2,2,2
"3729","152964811120101521",15296,48,11,1,20101,5,2,1,1,10,1,3,0,2500,2,2,2,2,2,2
"3730","152964811220101522",15296,48,11,2,20101,5,2,2,4,8,2,3,0,2788,2,2,2,2,2,2
"3731","152967911220101522",15296,79,11,2,20101,5,2,2,4,6,2,4,23,100,2,2,2,2,2,2
"3732","152969711120101521",15296,97,11,1,20101,5,2,1,4,10,1,3,23,1700,2,2,2,2,2,2
"3733","152969711320101523",15296,97,11,3,20101,5,2,3,1,10,2,3,44,2500,2,2,2,2,2,2
"3734","152969711420101524",15296,97,11,4,20101,5,2,4,4,10,2,3,25,1500,2,2,2,2,2,2
"3735","153151511321004553",15315,15,11,3,21004,5,5,3,4,6,2,3,66,600,2,2,2,2,2,2
"3736","153155011321004551",15315,50,11,3,21004,5,5,1,1,10,2,3,48,1200,2,2,2,2,2,2
"3737","153155011521004555",15315,50,11,5,21004,5,5,5,1,8,1,3,40,1200,2,2,2,2,2,2
"3738","153234811120702561",15323,48,11,1,20702,5,6,1,1,8,1,3,36,2100,2,2,2,2,2,2
"3739","1533117611120101571",15331,176,11,1,20101,5,7,1,1,3,1,4,48,750,2,2,2,2,2,2
"3740","15386511121301561",15386,5,11,1,21301,5,6,1,1,10,2,3,0,2810,2,2,2,2,2,2
"3741","153862311121301561",15386,23,11,1,21301,5,6,1,1,8,1,4,47,1250,2,2,2,2,2,2
"3742","153862311321301563",15386,23,11,3,21301,5,6,3,4,7,1,4,72,500,2,2,2,2,2,2
"3743","153862311421301564",15386,23,11,4,21301,5,6,4,4,9,2,3,54,120,2,2,2,2,2,2
"3744","153866011121301561",15386,60,11,1,21301,5,6,1,4,10,1,3,35,3234,2,2,2,2,2,2
"3745","153868711121301561",15386,87,11,1,21301,5,6,1,1,7,2,4,40,770,2,2,2,2,2,2
"3746","1538610511221301562",15386,105,11,2,21301,5,6,2,1,3,2,4,28,70,2,2,2,2,2,2
"3747","153872011321005563",15387,20,11,3,21005,5,6,3,4,6,1,4,10,200,2,2,2,2,2,2
"3748","153873111421005564",15387,31,11,4,21005,5,6,4,1,7,1,4,80,1200,2,2,2,2,2,2
"3749","153876211321005563",15387,62,11,3,21005,5,6,3,1,8,1,4,21,60,2,2,2,2,2,2
"3750","154103111130101631",15410,31,11,1,30101,6,3,1,1,6,1,3,0,2200,2,1,2,2,2,2
"3751","154103111330101633",15410,31,11,3,30101,6,3,3,1,6,1,4,44,3000,2,2,2,2,2,2
"3752","154104411130101631",15410,44,11,1,30101,6,3,1,4,8,2,3,46,2200,2,2,2,2,2,2
"3753","154105811330101632",15410,58,11,3,30101,6,3,2,4,9,1,4,16,60,2,2,2,2,2,2
"3754","154109811130101631",15410,98,11,1,30101,6,3,1,4,10,1,3,42,2680,2,2,2,2,2,2
"3755","1541011211130101631",15410,112,11,1,30101,6,3,1,1,8,1,3,40,2720,2,2,2,2,2,2
"3756","1541011211230101632",15410,112,11,2,30101,6,3,2,4,8,2,3,36,2500,2,2,2,2,2,2
"3757","1541012511130101631",15410,125,11,1,30101,6,3,1,1,7,2,4,24,930,2,2,2,2,2,2
"3758","154361811130104651",15436,18,11,1,30104,6,5,1,1,9,1,4,48,160,2,2,2,2,2,2
"3759","1543613011130104651",15436,130,11,1,30104,6,5,1,4,8,1,3,45,1350,2,2,2,2,2,2
"3760","1543613011230104652",15436,130,11,2,30104,6,5,2,1,8,2,3,40,950,2,2,2,2,2,2
"3761","15440411330201633",15440,4,11,3,30201,6,3,3,4,8,2,3,44,1200,2,2,2,2,2,2
"3762","154402511330201633",15440,25,11,3,30201,6,3,3,1,7,2,3,24,500,2,2,2,2,2,2
"3763","154402511430201634",15440,25,11,4,30201,6,3,4,1,9,1,4,44,350,2,2,2,2,2,2
"3764","154406211130201631",15440,62,11,1,30201,6,3,1,4,10,1,4,40,950,2,2,2,2,2,2
"3765","154408011130201631",15440,80,11,1,30201,6,3,1,1,6,1,4,78,2500,2,2,2,2,2,2
"3766","154409911130201631",15440,99,11,1,30201,6,3,1,1,7,1,4,40,600,2,2,2,2,2,2
"3767","1544011711130201631",15440,117,11,1,30201,6,3,1,1,6,1,4,48,350,2,2,2,2,2,2
"3768","154441811330220653",15444,18,11,3,30220,6,5,3,1,6,1,3,48,300,2,2,2,2,2,2
"3769","154446911330220653",15444,69,11,3,30220,6,5,3,1,6,1,4,28,100,2,2,2,2,2,2
"3770","154448311330220653",15444,83,11,3,30220,6,5,3,1,6,1,4,18,300,2,2,2,2,2,2
"3771","154448311430220654",15444,83,11,4,30220,6,5,4,1,5,1,4,40,250,2,2,2,2,2,2
"3772","154579911130205671",15457,99,11,1,30205,6,7,1,4,6,1,4,48,240,2,2,2,2,2,2
"3773","15462211130410661",15462,2,11,1,30410,6,6,1,1,6,1,4,24,90,2,2,2,2,2,2
"3774","154721211230411682",15472,12,11,2,30411,6,8,2,1,5,1,4,16,60,2,2,2,2,2,2
"3775","154721211330411683",15472,12,11,3,30411,6,8,3,4,5,1,4,44,1500,2,2,2,2,2,2
"3776","154722211230411682",15472,22,11,2,30411,6,8,2,4,9,1,4,40,2000,2,2,2,2,2,2
"3777","15527311140129611",15527,3,11,1,40129,6,1,1,4,10,1,3,49,2875,2,2,2,2,2,2
"3778","155271811140129611",15527,18,11,1,40129,6,1,1,4,9,1,3,72,930,2,2,2,2,2,2
"3779","155271811240129612",15527,18,11,2,40129,6,1,2,4,6,2,4,56,930,2,2,2,2,2,2
"3780","155279411140129611",15527,94,11,1,40129,6,1,1,4,11,1,3,0,2528,2,2,2,2,2,2
"3781","155279411240129612",15527,94,11,2,40129,6,1,2,4,8,2,3,40,1840,2,2,2,2,2,2
"3782","1552712411240129612",15527,124,11,2,40129,6,1,2,4,11,2,3,40,2000,2,2,2,2,2,2
"3783","155555711240110612",15555,57,11,2,40110,6,1,2,4,10,2,3,48,950,2,2,2,2,2,2
"3784","155555711340110613",15555,57,11,3,40110,6,1,3,4,8,2,3,42,800,2,2,2,2,2,2
"3785","155557311440110611",15555,73,11,4,40110,6,1,1,4,5,1,4,48,100,2,2,2,2,2,2
"3786","155558811240110612",15555,88,11,2,40110,6,1,2,2,3,2,6,40,350,2,2,2,2,2,2
"3787","155558811340110613",15555,88,11,3,40110,6,1,3,4,6,1,4,51,1100,2,2,2,2,2,2
"3788","15560311240112612",15560,3,11,2,40112,6,1,2,4,10,2,3,42,1200,2,2,2,2,2,2
"3789","155602111240112612",15560,21,11,2,40112,6,1,2,4,11,2,3,57,5000,2,2,2,2,2,2
"3790","155605611440112614",15560,56,11,4,40112,6,1,4,4,8,2,3,54,1450,2,2,2,2,2,2
"3791","155609111340112613",15560,91,11,3,40112,6,1,3,4,10,1,3,52,1500,2,2,2,2,2,2
"3792","155609111440112614",15560,91,11,4,40112,6,1,4,4,11,2,3,52,2000,2,2,2,2,2,2
"3793","156221811140103611",15622,18,11,1,40103,6,1,1,4,6,1,4,60,950,2,2,2,2,2,2
"3794","156222511140103611",15622,25,11,1,40103,6,1,1,4,8,1,3,50,1850,2,2,2,2,2,2
